Itr,AverageEvalReward,StdEvalReward,MinEvalReward,MaxEvalReward,AverageTrainReward,StdTrainReward,MinTrainReward,MaxTrainReward,EvalEpLen,TrainEpLen,TotalEnvInteracts,Time,Training loss,Entropy,KL Divergence,Search Direction,Step Size,BackTrack Itr,Improve,Baseline loss
118,208.70052,116.52679,-23.113396,282.9354,276.5901,62.238163,80.07466,301.5272,237.8,186.8181818181818,255253,3.034673504034678,-0.034262575,0.3543689,0.007262959,9.792014e-06,0.54937756,0,0.032077827,0.671469
119,17.386545,115.96541,-63.304314,245.26009,294.69547,4.2143483,288.75287,299.93823,182.4,200.9,257262,3.0490100741386414,0.023087475,0.37200838,0.008040101,1.4627551e-05,1.0936593,0,0.01832747,0.18584682
120,86.03956,131.87251,-40.002144,259.13,296.78287,4.8321548,290.14706,307.71912,245.8,213.5,259397,3.0680219888687135,0.048137836,0.30359268,0.004774298,1.1181716e-05,1.3127275,0,0.0122099,0.19382676
121,65.66286,139.39133,-56.0132,250.43568,293.8634,3.272854,289.2965,298.90143,240.8,207.2,261469,3.085487651824951,-0.06845178,0.35373536,0.008559697,3.7101585e-05,0.9080511,0,0.023447007,0.15914892
122,77.582985,151.26416,-94.71839,279.80505,298.6831,4.8431773,291.44778,304.23334,242.0,193.63636363636363,263599,3.1044289588928224,0.021333108,0.31376755,0.0076227384,-5.198088e-06,1.1625978,0,0.020230854,0.14982513
123,85.07049,129.98323,-55.55424,295.93036,299.2041,4.0064516,294.18848,308.08563,223.4,211.5,265714,3.121760054429372,-0.003848896,0.33241346,0.0086213555,1.600293e-05,0.80640286,0,0.025633903,0.175191
124,124.98894,164.25293,-73.76161,297.94714,297.62976,4.8905363,291.41058,308.88016,226.2,214.1,267855,3.1387875278790793,0.069975905,0.28395388,0.00997493,-1.3895569e-05,0.5732743,0,0.03223752,0.1829781
125,163.02888,96.85382,-13.712795,258.27124,260.0637,86.32724,75.91694,307.51996,247.4,197.9090909090909,270032,3.1595237890879315,-0.09200508,0.32711792,0.007755085,-6.379934e-06,1.0517341,0,0.017840698,0.7108896
126,53.745872,149.12935,-97.484695,253.73495,248.2873,91.243935,54.85852,298.82977,224.8,195.8181818181818,272186,3.1775761961936952,0.10704389,0.32625252,0.0064235656,-6.9089006e-06,0.6548925,0,0.022393465,0.7445181
127,3.9106948,102.53991,-75.313896,203.12027,288.53903,4.71651,280.91034,294.8147,191.8,207.7,274263,3.192273712158203,-0.06278673,0.3232191,0.0070073674,-1.43179395e-05,0.80197805,0,0.026495486,0.2232477
128,69.46388,152.41644,-70.58882,262.12772,292.88107,1.3590672,291.02576,295.6861,218.8,204.0,276303,3.208945159117381,0.031667326,0.3499803,0.008248106,-8.9586165e-06,1.0128897,0,0.018104848,0.15639946
129,163.6172,93.83662,-11.791712,256.87015,294.69028,3.601042,288.79883,299.6973,270.4,201.6,278319,3.2285667697588605,-0.04177196,0.32435873,0.007631502,-4.716852e-06,0.8497955,0,0.020925868,0.20252511
130,150.74956,131.7273,-16.35627,292.71365,289.88605,2.9534643,284.99524,295.15305,207.6,213.0,280449,3.244855761528015,0.030084604,0.30238152,0.008280243,-5.867753e-06,1.0429434,0,0.019098546,0.19170879
131,54.937267,113.96759,-43.514397,225.10304,287.60638,5.987644,275.0118,296.2881,237.0,204.7,282496,3.261986529827118,0.006268911,0.34341118,0.009107982,2.3172945e-05,0.75622666,0,0.029419221,0.23153408
132,96.582504,162.4418,-126.3582,258.5189,291.15375,5.150456,284.6931,302.5871,239.4,208.7,284583,3.2792877753575644,-0.10069969,0.3780705,0.007417504,5.6267334e-05,0.7084046,0,0.033875033,0.18491054
133,140.24991,128.59607,-13.978909,280.14563,291.2793,3.468578,286.6991,295.99762,221.8,203.3,286616,3.296059584617615,0.030759573,0.3679221,0.007082905,-4.37403e-05,0.8000343,0,0.029875698,0.14415383
134,68.56568,149.1377,-72.612625,264.51843,295.36255,5.4216785,285.66693,302.87823,196.2,194.9090909090909,288760,3.3119306047757466,-0.10038151,0.3530584,0.009516047,-2.8971806e-05,0.8232694,0,0.024536155,0.19647834
135,15.646512,36.852844,-37.13698,70.10362,293.56717,4.4314947,285.86984,303.656,143.4,186.9090909090909,290816,3.3261156638463336,0.08716643,0.27155814,0.0077533126,-1.252748e-05,1.2302359,0,0.018566512,0.13188122
136,31.792103,128.08762,-90.374405,277.0631,299.87344,3.528959,293.87903,305.37048,187.6,184.63636363636363,292847,3.3415472745895385,-0.057133667,0.23001033,0.0077977777,1.1935975e-05,1.0255885,0,0.016999178,0.120586
137,42.9543,116.03701,-39.800014,272.75644,244.20673,103.25248,58.703857,308.6928,177.0,166.83333333333334,294849,3.355906534194946,-0.08128152,0.2561959,0.008879169,8.006775e-06,0.85147744,0,0.0341468,0.81682736
138,89.10362,145.54836,-73.72148,270.12103,292.58176,3.9197943,287.4167,298.73016,186.6,193.1818181818182,296974,3.3714516003926596,0.042512644,0.27653995,0.0077766203,1.8955961e-05,1.0424958,0,0.020979801,0.17317097
139,32.718037,126.59307,-75.16361,278.20032,293.60757,5.3723803,284.7094,301.9015,170.4,179.75,299131,3.385810303688049,-0.050418034,0.23683518,0.0043957415,-7.277932e-05,0.21870086,0,0.038369976,0.14551382
140,70.87372,154.66087,-70.6933,298.86893,290.2636,5.139383,282.33887,296.88858,184.0,180.25,301294,3.4009926040967304,-0.05276524,0.22998737,0.0053672623,-3.91627e-06,1.4746201,0,0.012463193,0.15529929
141,90.83716,136.97147,-52.795685,257.29388,289.83618,6.753437,282.5796,304.49915,160.2,179.66666666666666,303450,3.414866733551025,0.010002167,0.30781275,0.0069500706,2.2437458e-05,0.774855,0,0.023242977,0.17821266
142,214.27095,23.659925,170.04271,237.93243,291.26675,6.804772,279.57953,299.94656,234.6,169.08333333333334,305479,3.43265829483668,0.031363547,0.24340813,0.006500112,3.105013e-05,0.9239417,0,0.019318033,0.12645096
143,4.3085327,147.15077,-122.7617,290.8246,295.90158,3.8560762,288.58667,301.8253,235.0,167.08333333333334,307484,3.4507740338643393,-0.0119621325,0.29342595,0.007879052,-1.6084522e-06,1.0739008,0,0.019632952,0.09024829
144,143.6055,129.40802,-20.191582,264.30075,293.4917,4.5651813,287.8972,303.52475,179.2,175.5,309590,3.4655044515927633,-0.03383567,0.28180543,0.0082052685,-4.4424464e-06,1.0014663,0,0.016723864,0.13948707
145,74.47716,109.65602,-28.856033,239.63814,285.23715,4.815893,278.3503,297.17822,243.8,178.41666666666666,311731,3.483543554941813,0.06435119,0.2776415,0.0076940022,1.3983292e-05,1.4674196,0,0.013097923,0.17620818
146,177.2211,101.60094,-15.50956,260.16373,285.22464,5.2988896,271.92053,294.74622,245.0,167.91666666666666,313746,3.5015012701352437,-0.034762267,0.23760231,0.006244554,-6.822255e-06,1.3762213,0,0.014897045,0.17466377
147,99.373146,129.10765,-22.894703,265.8882,285.03366,5.5267076,270.27518,291.19547,178.4,166.91666666666666,315749,3.5158684849739075,0.09656702,0.24704143,0.005380776,-2.2164024e-05,1.4846712,0,0.013228074,0.16957925
148,108.60355,122.02441,-40.808903,265.34445,293.54706,6.592301,280.43875,305.9593,188.4,164.30769230769232,317885,3.530588960647583,-0.026968172,0.22727473,0.009428299,-3.5310495e-05,0.5570746,0,0.038269028,0.113242455
149,100.10943,95.172134,2.8121338,226.15068,283.89084,9.540288,267.75192,302.79523,354.6,168.33333333333334,319905,3.5596146901448567,0.020850386,0.21787494,0.0085868295,-1.0967648e-05,0.6288679,0,0.025866818,0.20067249
150,100.54318,150.1285,-65.35341,281.46948,270.81442,62.20121,57.702427,303.37463,168.0,164.23076923076923,322040,3.5736250122388205,-0.08373766,0.22496994,0.006461914,-4.8403825e-05,0.44269386,0,0.0317327,0.7298729
